date,long_return,short_return,spread,hit_rate,n_long,n_short
2021-01-25,0.1188558865116713,0.08869428642445173,0.03016160008721956,0.6739130434782609,46,43
2021-01-27,0.14163480607623,0.12588348500462748,0.015751321071602514,0.7608695652173914,46,43
2021-01-28,0.1310937419717379,0.11407504201816394,0.017018699953573954,0.7391304347826086,46,43
2021-01-29,0.1557844012557748,0.11665850407853419,0.03912589717724062,0.8478260869565217,46,43
2021-02-01,0.09319465589548237,0.15450774540739157,-0.0613130895119092,0.723404255319149,47,43
2021-02-02,0.0946253768735198,0.15842468940120413,-0.06379931252768434,0.7659574468085106,47,43
2021-02-03,0.07658579514453942,0.14346641130207616,-0.06688061615753674,0.6382978723404256,47,43
2021-02-04,0.046986911103801716,0.09494298153287946,-0.04795607042907774,0.574468085106383,47,43
2021-02-05,0.05560847683006495,0.10730740853527347,-0.05169893170520852,0.6170212765957447,47,43
2021-02-08,0.04050114609042667,0.08411657102105972,-0.04361542493063306,0.5531914893617021,47,43
2021-02-09,0.05547734088481218,0.09512688135685826,-0.03964954047204608,0.6382978723404256,47,43
2021-02-10,0.049507982625158896,0.08954090961587592,-0.040032926990717026,0.6382978723404256,47,43
2021-02-11,0.0316662331848202,0.07401287861976645,-0.04234664543494625,0.48936170212765956,47,43
2021-02-12,0.041488595350723155,0.06492892445884048,-0.023440329108117323,0.5531914893617021,47,43
2021-02-15,0.01937715678287476,0.021941325193991487,-0.002564168411116726,0.46808510638297873,47,43
2021-02-16,-0.0009723287817413466,-0.009780066840836576,0.00880773805909523,0.40425531914893614,47,43
2021-02-17,0.004668614218136784,-0.03324541772975511,0.03791403194789189,0.44680851063829785,47,43
2021-02-18,0.012862825470411359,-0.06273039380780404,0.0755932192782154,0.44680851063829785,47,43
2021-02-19,0.027215710493081545,-0.028771212243149675,0.05598692273623122,0.5319148936170213,47,43
2021-02-22,0.018724063495772002,-0.0247792691074453,0.0435033326032173,0.5106382978723404,47,43
2021-02-23,-0.010555050024814456,-0.050827887519384864,0.040272837494570404,0.46808510638297873,47,43
2021-02-24,-0.006527372998067479,-0.0638605634985693,0.05733319050050183,0.48936170212765956,47,43
2021-02-25,0.0017092075321576401,-0.08687201726544297,0.08858122479760061,0.574468085106383,47,43
2021-02-26,0.013489960212714463,-0.05846699257124617,0.07195695278396064,0.5957446808510638,47,43
2021-03-01,0.041776317882279354,-0.017470886660285817,0.05924720454256517,0.66,50,46
2021-03-02,0.016739879924371568,-0.06110674542257637,0.07784662534694793,0.54,50,46
2021-03-03,0.012113572020208711,-0.07057267985161013,0.08268625187181884,0.5,50,46
2021-03-04,0.013551097709870143,-0.06310213527400667,0.07665323298387682,0.48,50,46
2021-03-05,0.03293519666914866,-0.030768040596958802,0.06370323726610747,0.56,50,46
2021-03-08,0.03077062470162262,-0.04055008285655136,0.07132070755817398,0.5,50,46
2021-03-09,-0.011200716030110986,-0.10091048107872859,0.0897097650486176,0.4,50,46
2021-03-10,-0.02368940505278278,-0.08069208438743818,0.0570026793346554,0.38,50,46
2021-03-12,-0.019651000446294482,-0.08514702104809727,0.06549602060180279,0.4,50,46
2021-03-15,0.00048703208147633374,-0.06453934043857922,0.06502637252005555,0.46,50,46
2021-03-16,-0.025039709080421132,-0.09798410645920436,0.07294439737878322,0.36,50,46
2021-03-17,0.006879375909869404,-0.06547185239207956,0.07235122830194897,0.46,50,46
2021-03-18,0.0344183865331162,-0.048612999583123984,0.08303138611624018,0.54,50,46
2021-03-19,0.02859987251504793,-0.05215683403312128,0.08075670654816922,0.52,50,46
2021-03-22,0.027819840008255225,-0.0451133785239832,0.07293321853223843,0.52,50,46
2021-03-23,0.032481014693657266,-0.04280675903128982,0.07528777372494708,0.6,50,46
2021-03-24,0.05969195835428869,-0.009019299495503102,0.06871125784979179,0.7,50,46
2021-03-25,0.07763796626781615,0.012632117287708486,0.06500584898010767,0.82,50,46
2021-03-26,0.06338270597277963,0.002381331036595881,0.06100137493618375,0.7,50,46
2021-03-30,0.05529874072174207,0.006560272863809788,0.04873846785793228,0.58,50,46
2021-03-31,0.04375436809746771,-0.00111135044137008,0.04486571853883779,0.54,50,46
2021-04-01,0.05297102093851108,-0.016739693274944137,0.06971071421345522,0.5306122448979592,49,49
2021-04-05,0.07757950983866904,0.012413888704090348,0.06516562113457869,0.6122448979591837,49,49
2021-04-06,0.07486403041066696,0.012527068657928618,0.06233696175273834,0.6530612244897959,49,49
2021-04-07,0.06629661757491027,0.017634781628092136,0.04866183594681814,0.7346938775510204,49,49
2021-04-08,0.06564594014694401,0.01375576707956093,0.05189017306738308,0.7346938775510204,49,49
2021-04-09,0.0503433070219468,0.00987491628345379,0.04046839073849301,0.673469387755102,49,49
2021-04-12,0.09500743611210297,0.06882768149497752,0.026179754617125447,0.7959183673469388,49,49
2021-04-13,0.09088665078697537,0.06381171634129487,0.0270749344456805,0.7755102040816326,49,49
2021-04-15,0.1127123330440496,0.0846447203082542,0.02806761273579539,0.8163265306122449,49,49
2021-04-16,0.1035602784049773,0.08618690761852463,0.017373370786452666,0.8571428571428571,49,49
2021-04-19,0.12954521513740394,0.11724724403449172,0.012297971102912225,0.9387755102040817,49,49
2021-04-20,0.13574778301204518,0.12217936275111424,0.013568420260930941,0.9183673469387755,49,49
2021-04-22,0.13847214244026845,0.12037280635544884,0.018099336084819617,0.8979591836734694,49,49
2021-04-23,0.1340874041931833,0.11100731565759356,0.023080088535589738,0.8775510204081632,49,49
